Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,27.299999237060547,25.549999237060547,27.299999237060547,25.850000381469727,7846519.0,25.442035675048828
2019-01-03,26.25,24.5,26.0,24.700000762939453,8996033.0,24.310182571411133
2019-01-04,24.799999237060547,24.100000381469727,24.450000762939453,24.350000381469727,8661492.0,23.965707778930664
2019-01-07,24.950000762939453,24.299999237060547,24.649999618530273,24.399999618530273,19029507.0,24.014917373657227
2019-01-08,25.799999237060547,24.5,24.850000381469727,25.799999237060547,7043980.0,25.392820358276367
2019-01-09,26.399999618530273,25.850000381469727,25.850000381469727,26.0,7952458.0,25.58966636657715
2019-01-10,26.649999618530273,25.799999237060547,26.149999618530273,26.350000381469727,7441704.0,25.934144973754883
2019-01-11,26.600000381469727,25.799999237060547,26.350000381469727,26.149999618530273,6376035.0,25.73729705810547
2019-01-14,26.200000762939453,25.299999237060547,26.049999237060547,25.450000762939453,8000734.0,25.0483455657959
2019-01-15,27.299999237060547,25.549999237060547,25.700000762939453,27.299999237060547,9915443.0,26.869150161743164
2019-01-16,28.0,26.75,27.0,27.899999618530273,13980369.0,27.45967674255371
2019-01-17,28.0,26.350000381469727,28.0,26.450000762939453,11312000.0,26.032564163208008
2019-01-18,27.25,26.350000381469727,26.350000381469727,27.149999618530273,5562404.0,26.721515655517578
2019-01-21,27.75,26.700000762939453,27.049999237060547,27.149999618530273,7802351.0,26.721515655517578
2019-01-22,27.649999618530273,27.0,27.100000381469727,27.649999618530273,5649745.0,27.213626861572266
2019-01-23,27.5,26.899999618530273,27.299999237060547,27.25,5906072.0,26.819936752319336
2019-01-24,28.149999618530273,26.899999618530273,27.25,27.899999618530273,9030580.0,27.45967674255371
2019-01-25,28.200000762939453,27.350000381469727,27.850000381469727,27.549999237060547,7950000.0,27.11520004272461
2019-01-28,28.149999618530273,27.0,27.950000762939453,27.0,9330894.0,26.573883056640625
2019-01-29,27.799999237060547,26.850000381469727,26.850000381469727,27.5,7813934.0,27.065990447998047
2019-01-30,27.799999237060547,26.850000381469727,27.799999237060547,27.100000381469727,4354289.0,26.672306060791016
2019-01-31,27.600000381469727,27.0,27.299999237060547,27.5,11960346.0,27.065990447998047
2019-02-01,28.75,27.5,27.950000762939453,28.549999237060547,6237637.0,28.09942054748535
2019-02-04,29.649999618530273,28.649999618530273,28.649999618530273,29.5,3295423.0,29.034425735473633
2019-02-08,29.700000762939453,28.950000762939453,29.549999237060547,29.5,5040493.0,29.034425735473633
2019-02-11,29.850000381469727,28.549999237060547,29.350000381469727,29.5,5700607.0,29.034425735473633
2019-02-12,30.299999237060547,29.649999618530273,29.950000762939453,29.850000381469727,3253467.0,29.37890625
2019-02-13,31.200000762939453,30.0,31.0,31.100000381469727,6906748.0,30.609176635742188
2019-02-14,31.700000762939453,30.600000381469727,31.25,31.5,5897976.0,31.00286293029785
2019-02-15,32.0,30.75,31.200000762939453,30.899999618530273,10486582.0,30.41233253479004
2019-02-18,31.700000762939453,30.899999618530273,31.350000381469727,31.25,4620691.0,30.75680923461914
2019-02-19,32.29999923706055,30.850000381469727,32.0,31.0,7279651.0,30.51075553894043
2019-02-20,31.450000762939453,30.5,31.299999237060547,30.850000381469727,4371168.0,30.363122940063477
2019-02-21,31.049999237060547,30.100000381469727,31.049999237060547,30.450000762939453,6274975.0,29.969436645507812
2019-02-22,31.299999237060547,30.299999237060547,30.399999618530273,31.200000762939453,5315542.0,30.707599639892578
2019-02-25,31.399999618530273,30.450000762939453,31.299999237060547,30.799999237060547,4850000.0,30.313913345336914
2019-02-26,30.799999237060547,29.5,30.450000762939453,29.549999237060547,10198682.0,29.083637237548828
2019-02-27,29.899999618530273,29.299999237060547,29.5,29.5,6181730.0,29.034425735473633
2019-02-28,29.799999237060547,29.25,29.799999237060547,29.25,3121019.0,28.788373947143555
2019-03-01,30.049999237060547,28.850000381469727,29.299999237060547,30.0,9550161.0,29.526540756225586
2019-03-04,30.799999237060547,29.399999618530273,30.799999237060547,30.100000381469727,7791883.0,29.624958038330078
2019-03-05,31.700000762939453,30.299999237060547,30.5,30.899999618530273,5890487.0,30.41233253479004
2019-03-06,32.0,30.700000762939453,31.149999618530273,31.600000381469727,6264996.0,31.101285934448242
2019-03-07,31.950000762939453,30.399999618530273,31.950000762939453,30.649999618530273,3336848.0,30.166278839111328
2019-03-08,30.850000381469727,29.5,30.450000762939453,30.049999237060547,3711032.0,29.575746536254883
2019-03-11,30.5,29.5,29.700000762939453,30.299999237060547,3170142.0,29.821802139282227
2019-03-12,30.649999618530273,29.799999237060547,30.649999618530273,30.049999237060547,5493972.0,29.575746536254883
